Brand,Model,Year,Country,Condition,Engine_Size,Horsepower,Torque,Weight,Top_Speed,Acceleration_0_100,Fuel_Type,Drivetrain,Transmission,Fuel_Efficiency,CO2_Emissions,Price,Mileage,Popularity,Safety_Rating,Number_of_Owners,Market_Demand,Insurance_Cost,Production_Units,Log_Price,Log_Mileage,Modification
Ford,DBS,1984,Asia,new,3.1,271,334,909,292,2.5,Electric,AWD,Automatic,14.3,426,492744,47961,Low,1,4,High,12116,100000,13.107747077830048,10.778164309689819,
Chevrolet,Mustang GT,2020,Europe,new,5.9,1301,1255,2396,336,4.0,Diesel,RWD,Manual,11.6,296,290945,993,Low,4,4,Medium,11181,100000,12.580892961923633,6.901737206656573,Nismo
BMW,911 Turbo S,1987,Asia,new,2.1,757,974,2046,381,2.8,Petrol,AWD,Manual,12.4,259,492721,96828,High,3,3,High,12402,200,13.10770039945319,11.48070181517437,
Porsche,DBS,1990,USA,new,5.3,722,1300,1686,271,4.9,Electric,FWD,CVT,7.2,307,445633,210934,Medium,3,1,Low,14867,20000,13.00725326630019,12.2593053081269,
Bugatti,720S,1995,Europe,used,3.3,545,544,903,243,5.1,Petrol,FWD,Manual,8.4,139,341601,75100,Low,3,3,Medium,14330,100000,12.74140159568035,11.226589153242802,
Nissan,Huracan,2018,USA,new,7.5,154,1595,1366,249,6.4,Petrol,FWD,DCT,8.0,289,491284,198196,Medium,1,4,Medium,8066,20000,13.104779686447012,12.197016764537436,Sport
Bugatti,488 GTB,2003,USA,new,3.5,756,437,1158,177,3.5,Petrol,FWD,DCT,11.9,317,147949,63469,Medium,1,4,High,12609,20000,11.904629657828355,11.058322632300515,
Chevrolet,488 GTB,2000,Europe,new,4.2,223,479,1620,330,3.5,Diesel,RWD,DCT,9.1,254,178054,193184,High,2,1,Low,1942,5000,12.089847770311069,12.17140355799488,
Bugatti,M4 Competition,2002,USA,used,7.0,434,1519,1186,164,3.2,Petrol,AWD,Automatic,13.6,222,82784,188639,Medium,1,1,Medium,6823,20000,11.32400216454171,12.147595715771198,
Ferrari,911 Turbo S,2017,Asia,used,4.4,314,1055,930,277,5.9,Diesel,FWD,DCT,7.1,319,413341,217624,Low,1,3,Low,13542,100000,12.932030616435226,12.29052867707049,Supercharged
Bugatti,720S,1987,Asia,new,3.1,412,1077,1420,192,4.1,Petrol,RWD,Automatic,13.0,388,45307,80177,Low,2,4,Medium,3611,20000,10.721238896320603,11.292004442009116,
McLaren,Huracan,1986,USA,new,5.1,1308,1039,1615,182,4.8,Petrol,AWD,CVT,13.1,421,273288,47089,Medium,3,2,Medium,9938,20000,12.518285122295323,10.7598159432376,Track Edition
Aston Martin,488 GTB,1981,Asia,new,7.0,815,1021,1023,279,3.9,Diesel,RWD,CVT,11.3,204,186170,217390,High,3,3,Medium,14694,1000,12.134420885186227,12.289452854468244,
Porsche,720S,2009,USA,used,4.4,992,1439,1821,336,2.8,Diesel,FWD,DCT,6.5,178,65085,117369,Low,1,2,Medium,4586,100000,11.083464751305844,11.67308661709417,Sport
Bugatti,GT-R,1992,Asia,new,2.5,814,317,1029,157,2.5,Petrol,FWD,DCT,8.3,298,21621,212665,Low,2,3,Low,12325,5000,9.981466593852716,12.267478138857665,
Lamborghini,M4 Competition,2002,USA,new,4.1,795,1713,1645,261,6.3,Petrol,FWD,CVT,9.0,311,208747,148835,High,3,4,Low,9554,20000,12.24888306182888,11.91060030760333,Turbo
Aston Martin,DBS,2008,Asia,new,7.7,1167,517,1415,182,3.3,Electric,AWD,Automatic,9.7,112,162079,152129,Low,4,4,Low,5709,5000,11.99584531948251,11.932490697457174,Supercharged
Aston Martin,DBS,2017,Europe,new,2.1,1019,709,2403,312,6.7,Petrol,FWD,Automatic,12.4,384,262048,179918,High,4,3,High,12001,200,12.476286788157394,12.100262028591962,V-Spec
Bugatti,Mustang GT,2016,Europe,new,4.2,945,361,1673,295,6.7,Petrol,AWD,Automatic,8.4,423,213760,169228,Medium,2,3,Low,12985,20000,12.272613847463187,12.039008106266904,
Aston Martin,Huracan,1999,Asia,new,5.7,470,548,2465,239,4.4,Electric,RWD,Manual,5.2,237,475976,196521,Medium,2,2,Medium,14054,20000,13.07312481271841,12.18852966331201,
Nissan,720S,2012,USA,new,2.1,733,730,1850,389,6.8,Petrol,AWD,Manual,13.7,175,360984,18949,High,1,4,Medium,10126,1000,12.796591685205204,9.849559210510572,RS
Bugatti,Chiron,2008,Asia,new,3.8,863,125,976,298,2.1,Petrol,RWD,DCT,9.3,285,489360,116988,Low,4,1,High,11667,100000,13.100855737399726,11.669835192265992,
Ferrari,488 GTB,1994,USA,used,7.6,948,1461,2106,341,2.5,Diesel,AWD,DCT,7.8,313,27101,238676,Low,3,2,Medium,13999,5000,10.207362804882658,12.382866452426809,
Chevrolet,Corvette Z06,2002,Asia,new,1.8,1036,1355,1265,305,3.2,Diesel,FWD,CVT,13.2,285,157860,142889,High,2,1,High,1122,5000,11.969470177969303,11.869830382463016,
McLaren,Corvette Z06,2021,Asia,used,6.4,1261,1416,1191,361,3.0,Diesel,FWD,DCT,13.8,308,207311,2210,Medium,4,1,Low,12561,5000,12.241980183868591,7.701200180857446,
Ford,DBS,1982,Europe,used,7.0,1484,1227,2312,265,3.3,Petrol,RWD,CVT,12.3,169,242852,87276,Medium,3,3,High,6539,1000,12.400211601002098,11.376842247780562,RS
BMW,Chiron,2016,USA,used,3.4,669,829,1056,322,4.3,Diesel,AWD,Manual,8.5,144,320102,42065,High,4,3,Medium,6219,20000,12.676398097985263,10.646995092435022,Track Edition
Aston Martin,Corvette Z06,2008,USA,salvage,3.0,568,479,2023,169,2.3,Petrol,AWD,DCT,7.3,277,85363,94981,High,3,1,High,12489,200,11.354679745233861,11.46144267894606,Sport
Ferrari,911 Turbo S,2024,USA,new,7.5,1117,1524,1807,272,4.8,Electric,RWD,Automatic,12.1,275,55097,12877,High,4,2,Medium,7622,1000,10.916868696841577,9.463275708098129,
Porsche,911 Turbo S,1987,USA,new,6.5,795,1683,1817,281,3.5,Diesel,AWD,CVT,5.6,369,124752,125329,Medium,3,3,Low,12748,1000,11.734091061420806,11.738705537605567,RS
Porsche,Huracan,2001,USA,used,2.3,513,1284,1009,185,2.4,Electric,AWD,Automatic,8.9,271,365925,131219,Low,3,4,High,3064,5000,12.81018640614885,11.784630582898869,
BMW,Chiron,2008,Europe,used,3.0,711,1653,2193,395,5.8,Petrol,RWD,Manual,12.6,343,394361,162766,Medium,2,1,Low,887,1000,12.885024548184383,12.000075009300904,
McLaren,911 Turbo S,1981,Asia,used,5.6,289,1316,1037,247,5.3,Petrol,RWD,Automatic,10.9,255,364322,232884,Low,3,3,Medium,976,5000,12.805796115782767,12.358300048474147,Sport
Aston Martin,911 Turbo S,2020,USA,new,4.3,561,1163,1919,386,6.0,Electric,RWD,Automatic,12.3,288,355014,20076,Low,2,2,Medium,8828,20000,12.779915321086024,9.907330160253577,
Nissan,DBS,2024,USA,used,4.8,744,622,963,226,6.7,Electric,AWD,DCT,10.7,298,466029,71215,Medium,4,3,Medium,2154,5000,13.052005288718032,11.173472791255636,GT
BMW,Corvette Z06,1980,Asia,salvage,7.7,617,1709,1406,372,4.9,Electric,RWD,Automatic,7.4,174,436432,232602,High,1,1,Medium,7206,50,12.986390148780545,12.357088416661945,
McLaren,Huracan,2023,Europe,new,4.3,1342,346,1739,329,5.9,Electric,RWD,Automatic,9.8,132,279341,38871,Low,1,1,Medium,11225,20000,12.54019211656779,10.568029476085739,
Aston Martin,720S,1999,Europe,salvage,7.2,472,228,1914,275,3.0,Diesel,RWD,Manual,12.7,294,102451,179787,Low,4,3,Medium,1435,100000,11.53714967519441,12.099533657969252,Sport
Ferrari,GT-R,2000,Europe,new,5.8,1514,862,1876,188,4.1,Electric,RWD,Automatic,7.3,192,250841,239744,High,2,4,Low,8744,200,12.432578537835186,12.387331137470863,
Chevrolet,488 GTB,2016,Asia,new,2.4,238,1463,1688,220,4.7,Diesel,FWD,CVT,14.6,233,135115,197901,Medium,1,4,Low,3771,1000,11.813888947727923,12.195527237653788,V-Spec
Nissan,488 GTB,1987,Asia,new,6.4,978,1451,1249,358,4.7,Electric,FWD,Automatic,7.0,291,282280,73717,High,1,2,Low,13758,50,12.550658307690325,11.208002281735872,Turbo
Ford,M4 Competition,2006,Europe,new,4.9,430,930,1046,255,5.6,Electric,FWD,CVT,5.1,205,59614,246175,Low,3,4,Low,6613,1000,10.995662499240233,12.413802006258662,
Porsche,GT-R,2014,Europe,used,3.0,1521,1230,2258,289,6.0,Diesel,RWD,DCT,12.8,330,31769,203586,Low,2,2,High,4321,1000,10.366277727263562,12.223848710932339,
Lamborghini,GT-R,1985,Asia,used,3.5,1408,905,2455,398,5.3,Petrol,AWD,CVT,14.3,398,150493,68617,High,2,4,Medium,3411,5000,11.921678495266718,11.13631016996612,
Ferrari,488 GTB,2024,Europe,used,5.2,1469,347,2477,204,2.2,Petrol,FWD,CVT,7.5,127,158501,23961,Medium,3,4,High,13203,20000,11.973522490516391,10.084224521199843,
Porsche,488 GTB,2023,USA,new,5.5,834,971,1761,267,3.8,Petrol,RWD,DCT,6.6,413,433285,23774,Medium,4,1,High,8440,5000,12.97915329702831,10.07638988741359,
Bugatti,720S,1998,Asia,new,7.8,1224,1453,1306,243,4.9,Petrol,FWD,DCT,7.2,114,81544,232265,High,1,3,Medium,8211,5000,11.308910294091017,12.355638545584137,
Lamborghini,Chiron,1997,Europe,new,7.1,398,947,1243,325,4.5,Diesel,FWD,Manual,11.3,251,327498,75328,Low,3,1,Low,14968,20000,12.699240280617667,11.229620465807958,
Porsche,Chiron,1980,USA,salvage,2.9,1362,498,1551,247,2.2,Petrol,RWD,CVT,10.8,189,330079,143537,High,4,2,High,11219,20000,12.707090328305078,11.874355087488636,
McLaren,720S,2004,Asia,new,6.6,607,1726,2444,363,6.9,Diesel,RWD,DCT,11.2,289,441984,91312,High,4,4,Medium,2233,5000,12.99903122383239,11.422048444179637,
Nissan,Corvette Z06,2006,Asia,used,1.7,305,504,1604,362,6.8,Diesel,FWD,Automatic,5.1,292,258379,6687,Medium,2,3,Medium,2522,5000,12.462186648514292,8.808070154764538,Sport
Porsche,GT-R,1986,USA,new,2.4,368,232,1670,158,5.9,Diesel,RWD,Manual,6.6,125,42532,59218,High,4,2,High,8844,5000,10.658035524203411,10.98899771532591,
Ford,Mustang GT,2023,Asia,new,2.9,1022,1436,2059,289,2.3,Diesel,FWD,Automatic,7.4,209,141996,119360,Low,3,1,High,2913,5000,11.863561209599661,11.689907793418579,Track Edition
Chevrolet,GT-R,2021,Europe,new,5.4,739,1448,938,358,4.2,Diesel,FWD,Automatic,12.0,228,152471,134169,High,2,4,Low,577,200,11.934736251614478,11.806862931584517,
McLaren,M4 Competition,2008,Asia,new,2.8,988,410,2243,357,4.0,Electric,FWD,DCT,11.1,181,105646,68804,High,2,4,Medium,5219,1000,11.567858626995037,11.139031695699382,
Ferrari,488 GTB,2010,Europe,salvage,3.9,621,1248,1186,218,4.8,Diesel,FWD,Manual,11.2,308,482572,4837,High,1,3,Medium,14908,20000,13.08688748365398,8.484256691169973,
Ferrari,GT-R,2023,USA,used,3.2,228,410,1867,232,2.3,Petrol,AWD,Manual,10.7,145,317471,226368,Low,2,2,Low,14351,100000,12.668144904449628,12.32992169014092,Turbo
Ferrari,488 GTB,2022,USA,salvage,3.8,458,1620,2386,334,4.1,Diesel,AWD,DCT,12.4,100,178582,142813,High,4,3,High,997,200,12.092808758123741,11.869298363297776,
Ferrari,GT-R,2015,Asia,used,7.6,1479,1664,1790,177,5.8,Petrol,RWD,CVT,14.4,150,65985,247536,High,4,3,Medium,1099,200,11.097197877295555,12.41931534476712,
Chevrolet,M4 Competition,1998,USA,used,8.0,574,796,1561,166,7.0,Diesel,AWD,Manual,11.7,263,106199,104843,High,4,2,Low,9394,200,11.573079387789974,11.560228810086095,
Porsche,Corvette Z06,1985,USA,used,6.0,1127,179,2275,171,5.0,Petrol,AWD,Automatic,12.4,424,103144,56803,Medium,1,1,Medium,6588,1000,11.543891044227108,10.947362024764903,
Aston Martin,Mustang GT,2004,Asia,used,5.3,424,1455,1928,312,6.7,Diesel,RWD,CVT,11.1,424,61305,138903,High,3,2,Medium,535,20000,11.023632996416657,11.841538326023974,
Porsche,911 Turbo S,2010,Europe,used,6.1,571,225,1135,262,7.0,Electric,FWD,Manual,13.0,421,266813,126774,Low,1,2,High,5850,100000,12.494307065410023,11.75016914066322,
Bugatti,720S,1988,Asia,new,6.5,924,742,1135,336,4.2,Petrol,AWD,Automatic,14.4,198,328023,153782,Low,3,3,Medium,11608,100000,12.70084205542114,11.943297796784492,GT
Nissan,720S,1999,Asia,new,6.3,1020,208,1868,356,5.3,Petrol,AWD,Manual,11.1,385,212635,212568,Medium,4,3,High,9444,20000,12.267337062633947,12.267021920523415,
Lamborghini,Mustang GT,1989,Europe,used,2.1,160,1411,1400,296,3.1,Diesel,AWD,Manual,6.8,357,77813,59655,High,3,2,Medium,989,5000,11.262076642563796,10.99635000922363,V-Spec
Aston Martin,GT-R,2016,Europe,new,3.6,1284,861,2028,388,4.4,Petrol,AWD,DCT,12.7,199,72120,73675,Low,4,2,Medium,14635,20000,11.18610054300038,11.207432380638993,Nismo
Aston Martin,911 Turbo S,2006,Europe,new,3.8,567,1726,2130,327,2.4,Diesel,FWD,DCT,11.5,124,494599,59068,High,4,1,Medium,13366,20000,13.111504634069453,10.986461531090773,Track Edition
Porsche,M4 Competition,1992,Asia,restored,4.0,1479,1262,1138,303,2.1,Electric,RWD,CVT,14.3,246,124771,43034,Medium,4,4,Low,1818,1000,11.734243350770866,10.669769017083574,
Aston Martin,Chiron,2020,Europe,new,3.8,1420,1019,1728,257,6.5,Electric,AWD,Manual,7.7,342,347292,222458,High,3,3,High,9624,20000,12.75792408304387,12.31249809394577,
BMW,GT-R,1981,USA,restored,6.6,415,564,951,209,6.3,Diesel,AWD,CVT,14.7,170,394574,507,Medium,2,2,Low,7709,20000,12.885564515267117,6.230481447578482,
BMW,Corvette Z06,2000,Europe,new,6.4,420,1572,1007,193,3.6,Diesel,AWD,Automatic,10.5,113,354107,194507,High,1,1,Medium,6295,20000,12.777357230332786,12.178228572300176,
Bugatti,488 GTB,2012,USA,used,1.6,497,1126,2280,333,4.3,Electric,AWD,DCT,14.6,388,422421,213694,Medium,4,3,High,7477,1000,12.953760093351232,12.272305043747602,
Lamborghini,Huracan,2003,Europe,new,3.5,615,1494,1956,376,4.5,Petrol,RWD,DCT,12.8,392,473924,71807,Low,3,4,Low,13316,100000,13.068804360309766,11.181751169442313,GT
Ford,GT-R,2023,USA,salvage,5.6,684,425,921,192,4.6,Petrol,FWD,CVT,13.7,385,131433,175519,High,3,1,Low,8166,5000,11.786260103464734,12.075508275509057,RS
Chevrolet,Huracan,2021,USA,salvage,2.4,297,734,1206,300,2.7,Petrol,RWD,CVT,8.2,305,335464,222011,High,1,4,High,5161,5000,12.723272908044365,12.310486713447602,
Porsche,GT-R,2013,USA,salvage,2.1,1323,321,910,351,5.9,Electric,AWD,DCT,7.2,368,97050,72098,Medium,3,2,High,6748,5000,11.482991892511098,11.185795453551336,
Chevrolet,Mustang GT,1988,USA,new,6.9,900,1063,2365,299,3.7,Diesel,AWD,CVT,11.2,437,212511,145039,High,2,3,Low,12940,200,12.26675373634044,11.884764845428732,
Ford,Huracan,1981,USA,new,4.5,1499,1166,1461,324,2.2,Electric,RWD,Manual,8.7,393,25246,36259,Medium,1,1,High,1928,1000,10.136462615763627,10.498470484308841,
Porsche,GT-R,2009,Europe,salvage,7.1,207,1233,1097,204,5.4,Petrol,FWD,Automatic,14.9,172,427331,197431,Low,3,2,Medium,10758,100000,12.96531650766497,12.193149500239684,Nismo
Porsche,720S,2001,Asia,used,6.9,980,590,2452,160,6.1,Diesel,FWD,CVT,10.0,186,455072,173725,High,1,1,Low,7056,5000,13.028213124624477,12.065234624389877,V-Spec
Lamborghini,Huracan,1990,Asia,salvage,7.3,1238,1236,1967,204,6.6,Diesel,FWD,Automatic,6.1,421,448253,29924,High,2,1,High,12662,200,13.01311531501931,10.306449530426173,
Chevrolet,GT-R,2022,Asia,used,1.9,1021,1098,2108,303,5.4,Petrol,FWD,Manual,10.0,265,388970,236063,Medium,2,2,High,10714,5000,12.871260069693049,12.371858233684028,GT
BMW,Chiron,1996,Asia,new,2.8,790,1428,1288,278,3.0,Diesel,RWD,Automatic,10.4,396,378552,101454,High,3,3,High,14655,200,12.844111368476936,11.527370629401725,Sport
Ferrari,488 GTB,2015,Asia,new,3.5,1354,428,1450,393,4.9,Petrol,RWD,DCT,5.0,330,265066,160532,High,1,2,Medium,10794,20000,12.487737903200872,11.986254807894522,Track Edition
Chevrolet,Chiron,1992,USA,used,2.5,718,852,2430,377,6.6,Electric,FWD,Automatic,7.5,291,42824,134199,High,2,3,Low,5798,50,10.66487732319232,11.807086503519718,
Nissan,911 Turbo S,1986,Europe,used,4.7,1514,655,2365,394,3.8,Diesel,RWD,CVT,5.0,155,490710,157607,High,4,1,Medium,6477,20000,13.103610638782108,11.967866216538917,
Nissan,GT-R,1995,USA,new,6.7,891,495,1395,339,6.8,Petrol,RWD,CVT,10.6,314,233572,199516,High,1,1,High,1306,20000,12.361249941064292,12.203654724714212,Track Edition
Porsche,DBS,2012,Europe,new,7.7,694,618,1404,399,2.5,Petrol,AWD,DCT,7.9,404,248058,209973,High,4,2,Low,14998,200,12.42142190007844,12.254738992510765,
Ferrari,Corvette Z06,2024,Europe,used,7.3,941,755,1036,298,5.6,Electric,RWD,DCT,6.7,286,234486,187805,High,4,1,High,824,200,12.365155428231565,12.143164794127733,Turbo
McLaren,Chiron,1980,Europe,used,4.5,431,261,1888,157,2.6,Diesel,RWD,Manual,13.4,195,148056,73176,Low,1,1,Low,2671,20000,11.905352613735888,11.200636442925562,
Ford,Huracan,1990,Europe,new,5.7,422,1195,2202,297,6.0,Diesel,FWD,DCT,5.3,344,454130,112147,Low,3,4,High,3569,5000,13.026140981657527,11.62757470653031,V-Spec
Bugatti,Mustang GT,1985,Asia,new,3.1,423,1213,1063,322,2.5,Diesel,RWD,Automatic,11.9,266,97300,118985,High,2,4,Medium,2031,200,11.485564545613574,11.686761118113884,Sport
Ferrari,Corvette Z06,1999,Europe,new,4.2,238,379,2466,230,3.6,Diesel,FWD,Automatic,10.7,410,47650,233694,Low,3,4,Medium,13582,100000,10.771658895221004,12.361772125347281,
Bugatti,DBS,2014,Europe,new,7.2,494,1436,1751,228,5.9,Electric,AWD,Automatic,12.7,358,168359,74880,Medium,1,3,Low,9358,20000,12.033859822884507,11.223655465763155,Supercharged
Chevrolet,M4 Competition,2023,Asia,salvage,1.8,729,497,1946,362,4.3,Electric,AWD,Automatic,6.3,235,296271,22857,Medium,4,4,Medium,12016,1000,12.599033230277596,10.037056444457543,Nismo
Chevrolet,GT-R,2016,USA,used,5.0,807,1182,1610,214,6.4,Diesel,RWD,Automatic,13.7,306,256090,177809,Medium,4,2,Low,9472,5000,12.453288129047651,12.088470843449993,
Bugatti,Mustang GT,2020,USA,used,7.2,1420,467,1406,209,4.0,Petrol,RWD,DCT,8.2,348,252227,170864,Low,4,4,High,12651,20000,12.43808871934798,12.048629050002122,
Ford,GT-R,2005,USA,used,2.4,222,1721,1585,344,7.0,Diesel,FWD,Manual,5.1,353,340182,202467,High,3,3,Medium,778,50,12.7372389870898,12.218337128350155,
Ferrari,911 Turbo S,1991,USA,new,7.9,1217,1668,2433,244,2.1,Diesel,AWD,Manual,11.6,428,34926,189880,Low,3,4,High,4148,5000,10.46101544805463,12.154152839135481,
McLaren,DBS,2009,Europe,used,1.7,557,947,2493,205,5.5,Petrol,FWD,CVT,13.6,115,189804,81722,Medium,4,2,Medium,11365,5000,12.153752508330474,11.311090758977267,
Porsche,GT-R,2007,Asia,salvage,7.3,767,625,1607,277,6.6,Diesel,RWD,Automatic,8.5,381,406525,195455,Low,2,4,High,5839,100000,12.915403166564214,12.18309056913825,
Lamborghini,Huracan,2006,Asia,used,3.9,497,501,2367,271,4.7,Petrol,AWD,DCT,10.3,259,454344,153589,High,1,4,Medium,3817,1000,13.026612100330905,11.942041993409674,GT
Chevrolet,911 Turbo S,2021,USA,new,2.4,234,544,1041,180,6.9,Electric,RWD,CVT,9.1,437,260713,6271,Low,3,1,Medium,3138,5000,12.471179300052404,8.743850562030243,
Nissan,720S,1998,Asia,used,2.6,338,1579,1180,234,5.5,Petrol,AWD,Manual,5.4,363,348250,32543,High,4,4,High,1499,1000,12.760678763138287,10.390348298848286,
Ford,M4 Competition,1984,Europe,salvage,6.1,1141,441,1866,236,4.1,Electric,FWD,Automatic,12.5,159,297665,96253,High,4,4,Medium,7736,200,12.603727331546361,11.474745809728061,
Lamborghini,DBS,1984,USA,new,7.2,603,1733,2130,275,4.6,Diesel,RWD,DCT,14.4,367,326717,38909,High,1,1,Low,12506,1000,12.696852692490141,10.569006565978599,
McLaren,488 GTB,2020,Europe,new,5.7,1214,369,1201,230,6.4,Petrol,RWD,Manual,9.2,286,390776,143829,Low,3,4,High,4429,100000,12.87589234378525,11.876387325597934,
Aston Martin,Mustang GT,2006,Europe,salvage,7.5,1499,299,1296,171,6.8,Petrol,AWD,DCT,6.4,286,308061,227909,Medium,2,2,Low,994,5000,12.638056340399144,12.336706093165377,
Porsche,Chiron,2007,Europe,salvage,7.0,141,1123,1217,339,4.8,Diesel,FWD,Automatic,10.1,143,24165,108704,Low,3,2,Low,6330,1000,10.092701965587253,11.59639307021149,
Chevrolet,GT-R,2005,Europe,new,1.7,595,148,1807,205,3.5,Electric,AWD,DCT,14.0,265,149846,26048,High,2,4,High,11478,50,11.917370052524385,10.167734658728754,Sport
Porsche,Mustang GT,2006,Europe,new,5.9,778,1639,1779,235,3.2,Petrol,AWD,Manual,11.1,252,191507,242178,Low,3,2,Low,5476,20000,12.162684862187186,12.397432401139703,RS
Lamborghini,Mustang GT,2021,USA,new,3.5,1348,1469,1757,377,4.4,Petrol,AWD,Manual,7.1,251,156036,142724,High,3,1,Low,6281,5000,11.957848437596246,11.86867498083246,
Porsche,488 GTB,2000,Europe,new,4.5,1227,857,1971,272,3.5,Diesel,RWD,CVT,10.5,196,126448,197489,Medium,2,4,Low,10472,1000,11.747594343802705,12.193443229130033,
Aston Martin,488 GTB,1980,USA,salvage,2.2,1004,306,1572,349,4.1,Electric,FWD,DCT,8.3,288,219267,120794,Low,3,4,Low,13756,5000,12.298050004926141,11.701850172897755,
Lamborghini,911 Turbo S,2007,Asia,new,3.4,515,174,1874,260,6.2,Diesel,FWD,CVT,5.2,236,29191,166411,High,4,3,Low,4975,1000,10.281649978116283,12.02222192015367,
Chevrolet,DBS,1994,Europe,new,5.6,1289,997,1576,157,4.4,Petrol,FWD,Manual,14.1,316,155263,175392,Medium,4,1,High,6644,20000,11.952882172863667,12.07478444934391,
Ferrari,Huracan,1996,Europe,salvage,3.0,1013,633,2313,211,5.2,Diesel,AWD,CVT,12.9,439,446773,175592,Low,3,1,High,11906,5000,13.009808152899385,12.075924096062849,Sport
Nissan,M4 Competition,2005,Asia,new,5.7,684,1553,1278,227,2.5,Diesel,FWD,CVT,14.2,403,62358,148506,High,2,4,Low,5713,5000,11.040663287122674,11.908387374161066,
Lamborghini,488 GTB,1999,USA,used,7.5,1192,136,1116,379,5.8,Electric,FWD,DCT,11.8,308,319360,368,Low,3,4,Low,566,100000,12.674077403362858,5.910796644040527,V-Spec
BMW,488 GTB,2004,Europe,new,1.6,783,1714,1748,301,4.4,Electric,RWD,DCT,9.5,151,442902,100220,Low,4,1,Low,9145,100000,13.001106063426393,11.51513302651223,
Aston Martin,Chiron,1992,Asia,restored,6.6,1473,207,2174,171,3.8,Diesel,RWD,CVT,9.9,297,220213,29708,Medium,4,2,Low,5586,20000,12.302355079814626,10.299205309189412,
Lamborghini,720S,2012,Asia,salvage,5.7,994,1366,1767,164,5.1,Diesel,RWD,Automatic,7.0,135,178563,56685,High,4,1,High,5624,5000,12.092702359357865,10.94528254564742,
Lamborghini,488 GTB,2004,Europe,new,1.9,1118,1201,1333,361,2.5,Diesel,AWD,Automatic,8.9,204,41073,79994,High,1,3,High,3255,5000,10.623130596900038,11.289719411702812,RS
BMW,720S,1987,USA,used,6.7,482,823,1655,368,4.1,Petrol,RWD,DCT,6.6,111,346875,209610,Low,4,2,Low,13483,100000,12.756722646361563,12.253008710967979,
Chevrolet,911 Turbo S,1984,USA,salvage,3.0,643,1705,1841,305,6.1,Electric,FWD,Manual,9.7,267,331692,126205,Low,3,1,Low,1854,100000,12.71196512130577,11.745670771540706,
Lamborghini,Huracan,1985,Europe,salvage,3.3,933,844,2207,299,3.3,Petrol,RWD,Automatic,11.5,313,21489,62154,High,4,4,High,8753,1000,9.975342989636555,11.037386544225816,
Nissan,Mustang GT,2002,Asia,new,2.2,472,1373,2406,180,6.6,Electric,AWD,Manual,7.6,141,132406,21155,High,4,1,Low,1438,1000,11.793635791178104,9.95967883218587,V-Spec
Porsche,488 GTB,2009,Europe,new,5.0,1478,1297,1606,350,5.0,Electric,RWD,DCT,14.4,448,273922,44392,High,2,4,Low,14977,5000,12.520602323978343,10.700837078333382,
Chevrolet,GT-R,1993,USA,new,4.8,1520,1416,2190,397,4.7,Petrol,FWD,Manual,11.5,441,159153,152761,High,3,1,Low,9060,5000,11.977627565916231,11.93663643368632,
Nissan,720S,2002,Asia,new,3.8,465,1189,1498,339,4.0,Petrol,RWD,CVT,7.2,166,174697,141631,Medium,4,4,Medium,8044,20000,12.070814047859708,11.860987423410721,
Chevrolet,Chiron,1990,Europe,new,2.7,1449,1014,2169,236,5.7,Diesel,RWD,Manual,6.7,268,67602,58801,High,1,1,Low,8103,50,11.121407639744575,10.98193114691371,
Nissan,M4 Competition,2010,Asia,new,7.0,153,571,2081,218,4.8,Electric,RWD,DCT,6.7,251,30233,174713,High,4,2,Low,4110,200,10.316722397908652,12.070905630289682,
Aston Martin,Chiron,1985,USA,used,7.2,1014,1449,2280,258,6.0,Electric,AWD,Automatic,14.7,296,96865,167602,Low,4,4,High,13520,5000,11.481083859114069,12.029353366631257,
